Setlists,all songs,Unique songs,Count,Song,Plays
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,(UNKNOWN),,0,,
|,^,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE 2,,0,,
|,^INCANTATION,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SECOND LIFE,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SHINING DREAM,,0,,
|,A SONG FOR YOU,,0,,
|,A SONG FOR YOU,,0,,
|,A SONG FOR YOU,,0,,
|,A SONG FOR YOU,,0,,
|,A SONG FOR YOU,,0,,
|,A SONG FOR YOU,,0,,
|,AMNESIA,,0,,
|,AMNESIA,,0,,
|,AMNESIA,,0,,
|,AMNESIA,,0,,
|,AMNESIA,,0,,
|,AMNESIA,,0,,
|,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,AMNESIA,,0,,
,ANOTHER DAY,,0,,
,ANOTHER DAY,,0,,
,ANOTHER DAY,,0,,
,ANOTHER DAY,,0,,
,ANOTHER DAY,,0,,
,ANOTHER DAY,,0,,
,ARAÇÁ AZUL,,0,,
,ARAÇÁ AZUL,,0,,
,ARAÇÁ AZUL,,0,,
,ARAÇÁ AZUL,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,AWAKE IN A MUDDLE,,0,,
,BEAUTIFUL CLOSE DOUBLE,,0,,
,BEAUTIFUL CLOSE DOUBLE,,0,,
,BEAUTIFUL CLOSE DOUBLE,,0,,
,BETWEEN THE WARS,,0,,
,BETWEEN THE WARS,,0,,
,BETWEEN THE WARS,,0,,
,BETWEEN THE WARS,,0,,
,BETWEEN THE WARS,,0,,
,BETWEEN THE WARS,,0,,
,BIRD ON THE WIRE,,0,,
,BIRD ON THE WIRE,,0,,
,BLUE MOON,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,BLUE THUNDER,,0,,
,CRUEL QUEEN,,0,,
,CRUEL QUEEN,,0,,
,CRUEL QUEEN,,0,,
,CRUEL QUEEN,,0,,
,CRUEL QUEEN,,0,,
,CRUEL QUEEN,,0,,
,DANCE ME TO THE END OF LOVE,,0,,
,EULOGY TO LENNY BRUCE,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,EYE OF THE STORM,,0,,
,FORGOT TO GET HIGH,,0,,
,GOODBYE,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HELSINKI,,0,,
,HOUSE OF GLASS,,0,,
,HOUSE OF GLASS,,0,,
,HOUSE OF GLASS,,0,,
,HOUSE OF GLASS,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW DO I SAY GOODBYE,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HOW LONG,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,HURT HOUSE,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I DREAMED OF THE CAUCASUS,,0,,
,I SHALL BE RELEASED,,0,,
,I SHALL BE RELEASED,,0,,
,I'M YOURS,,0,,
,I'M YOURS,,0,,
,I'M YOURS,,0,,
,IN THE SUN,,0,,
,IN THE SUN,,0,,
,INFORMATION AGE,,0,,
,INFORMATION AGE,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,IT'S OVER,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,JUDAH AND THE MACCABEES,,0,,
,LAIKA,,0,,
,LAIKA,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,LILAC LAND,,0,,
,"LISTEN, THE SNOW IS FALLING",,0,,
,"LISTEN, THE SNOW IS FALLING",,0,,
,"LISTEN, THE SNOW IS FALLING",,0,,
,LOVE,,0,,
,LOVE,,0,,
,LOVE,,0,,
,LOVE,,0,,
,LOVE,,0,,
,LOVE,,0,,
,LOVE,,0,,
,LOVE,,0,,
,LOVE,,0,,
,LOVE,,0,,
,LOVE,,0,,
,MEMORIES,,0,,
,MIDNIGHT,,0,,
,MIDNIGHT,,0,,
,MY FLOWER (WATASHI NO HANA),,0,,
,NETTLES AND IVY,,0,,
,NETTLES AND IVY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NEW YORK CITY,,0,,
,NO MORE SAD REFRAINS,,0,,
,NO MORE SAD REFRAINS,,0,,
,NO MORE SAD REFRAINS,,0,,
,OCEANS IN BETWEEN,,0,,
,OCEANS IN BETWEEN,,0,,
,OCEANS IN BETWEEN,,0,,
,OCEANS IN BETWEEN,,0,,
,OCEANS IN BETWEEN,,0,,
,OCEANS IN BETWEEN,,0,,
,"OH, SISTER",,0,,
,"OH, SISTER",,0,,
,PANDORA'S BOX,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,REFLECTIONS,,0,,
,SAILING BY,,0,,
,SAILING BY,,0,,
,SAILING BY,,0,,
,SAILING BY,,0,,
,SAILING BY,,0,,
,SAILING BY,,0,,
,SEASON WITHOUT TIME,,0,,
,SEASON WITHOUT TIME,,0,,
,SEASON WITHOUT TIME,,0,,
,SEASON WITHOUT TIME,,0,,
,SEASON WITHOUT TIME,,0,,
,SENDOU KOUTA,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHADOWS,,0,,
,SHINE A LIGHT,,0,,
,SHINE A LIGHT,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SKY MEMORIES,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SONG TO THE SIREN,,0,,
,SPIRIT OF LOVE,,0,,
,SPIRIT OF LOVE,,0,,
,STARS NEVER FADE,,0,,
,STARS NEVER FADE,,0,,
,TANKA,,0,,
,TANKA,,0,,
,TANKA,,0,,
,TANKA,,0,,
,TANKA,,0,,
,TANKA,,0,,
,TANKA,,0,,
,TANKA,,0,,
,TANKA,,0,,
,TANKA,,0,,
,THE AFTERTIME,,0,,
,THE AFTERTIME,,0,,
,THE EARTH IS BLUE,,0,,
,THE EARTH IS BLUE,,0,,
,THE EARTH IS BLUE,,0,,
,THE EARTH IS BLUE,,0,,
,THE EARTH IS BLUE,,0,,
,THE GREAT WALL,,0,,
,THE GREAT WALL,,0,,
,THE GREAT WALL,,0,,
,THE GREAT WALL,,0,,
,THE GREAT WALL,,0,,
,THE GREAT WALL,,0,,
,THE GREAT WALL,,0,,
,THE GREAT WALL,,0,,
,THE GREAT WALL,,0,,
,THE MIRROR PHASE,,0,,
,THE MIRROR PHASE,,0,,
,THE MIRROR PHASE,,0,,
,THE MIRROR PHASE,,0,,
,THE MIRROR PHASE,,0,,
,THE MIRROR PHASE,,0,,
,THE MIRROR PHASE,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NAVIGATOR,,0,,
,THE NEW HISTORICISM,,0,,
,THE NEW HISTORICISM,,0,,
,THE NEW HISTORICISM,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NEW WORLD,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE NORTH LIGHT,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE ROBOT SPEAKS,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE SEEKER,,0,,
,THE WELL,,0,,
,THE WELL,,0,,
,THE WIND'S TWELVE QUARTERS,,0,,
,THE WIND'S TWELVE QUARTERS,,0,,
,THE WIND'S TWELVE QUARTERS,,0,,
,THE WIND'S TWELVE QUARTERS,,0,,
,THE WIND'S TWELVE QUARTERS,,0,,
,THE WIND'S TWELVE QUARTERS,,0,,
,THIS CAR CLIMBED MT. WASHINGTON,,0,,
,THIS CAR CLIMBED MT. WASHINGTON,,0,,
,THIS CAR CLIMBED MT. WASHINGTON,,0,,
,THIS CAR CLIMBED MT. WASHINGTON,,0,,
,THIS CAR CLIMBED MT. WASHINGTON,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TIME WON'T OWN ME,,0,,
,TOUR OF THE WORLD,,0,,
,TOUR OF THE WORLD,,0,,
,TOUR OF THE WORLD,,0,,
,TOUR OF THE WORLD,,0,,
,TOUR OF THE WORLD,,0,,
,TOUR OF THE WORLD,,0,,
,TOUR OF THE WORLD,,0,,
,TOWARDS TOMORROW,,0,,
,TOWARDS TOMORROW,,0,,
,TOWARDS TOMORROW,,0,,
,TOWARDS TOMORROW,,0,,
,TOWARDS TOMORROW,,0,,
,TOWARDS TOMORROW,,0,,
