Setlists,all songs,Unique songs,Count,Song,Plays
|,,WALKIN' WITH JESUS,1,ROCK YOUR BABY,1
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,WATERLOO SUNSET,1,SADNESS,1
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,WAYFARING STRANGER,2,SORRY,1
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,WE'RE NOT FINISHED YET,8,STILLE NACHT,1
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,WE'RE NOT SUPPOSED TO BE LOVERS,5,SUMMERTIME >,1
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,WHEN WILL YOU COME HOME,45,SUPERFREAKY MEMORIES,1
Tiger Lily|Temperature's Rising|I'll Keep It With Mine|Not a Young Man Anymore|Hearing Voices|Tugboat|,,WHITE HORSES,21,THE CARNIVAL IS OVER,1
|,,WONDERFUL CHRISTMASTIME,1,THE ENABLER,1
|,,WORDS YOU USED TO SAY,38,THE SLOW SONG,1
|,,WRAP YOUR ARMS AROUND ME,2,WALKIN' WITH JESUS,1
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,YESTERDAY'S HERO,12,WATERLOO SUNSET,1
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,YOU TURNED MY HEAD AROUND,40,WONDERFUL CHRISTMASTIME,1
|,,YOU WERE THE ONES I HAD TO BETRAY,1,YOU WERE THE ONES I HAD TO BETRAY,1
|,,YOUR BABY,3,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
I'll Keep It With Mine|Eyes in My Smoke|Tugboat|Blue Thunder|Knives From Bavaria|Strange|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
"Flowers|Snowstorm|Temperature's Rising|When Will You Come Home|Blue Thunder|Strange|Don't Let Our Youth Go to Waste|Tugboat|Listen, The Snow is Falling|Fourth of July |",,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Flowers|Temperature's Rising|Snowstorm|When will You Come Home|Strange|Summertime >|Don't Let Our Youth Go To Waste|Blue Thunder|Fourth Of July|Tugboat|Ceremony|,,,0,,
|,,,0,,
|,,,0,,
"Flowers|Pictures|Temperature's Rising|Snowstorm|When Will You Come Home|Decomposing Trees|Strange|Summertime|Don't Let Our Youth Go to Waste|Blue Thunder|Listen, the Snow Is Falling|Tugboat|Fourth of July|I'll Keep It With Mine|Ceremony|",,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
"Flowers|Pictures|Temperature's Rising|Snowstorm|When Will You Come Home|Decomposing Trees|Strange|Summertime|Don't Let Our Youth Go to Waste|Blue Thunder|Listen, the Snow Is Falling|Tugboat|Fourth of July|I'll Keep It With Mine|Cheese and Onions|Ceremony|",,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Tugboat|Strange|23 Minutes in Brussels|Indian Summer|,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
"Flowers|Pictures|When Will You Come Home|Temperature's Rising|Snowstorm|Don't Let Our Youth Go to Waste|Blue Thunder|Listen, the Snow Is Falling|Strange|Tugboat|Fourth of July|Ceremony|Summertime|",,,0,,
"When Will You Come Home|Flowers|Plastic Bird|Snowstorm|Summertime|Don't Let Our Youth Go to Waste|Temperature's Rising|Fourth of July|Listen, the Snow Is Falling|Oblivious|Tugboat|Blue Thunder|Living Too Close to the Ground|Strange|Ceremony|",,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
"Flowers|When Will You Come Home|I'll Keep It With Mine|Bewitched|23 Minutes in Brussels|Tiger Lily|Moon Palace|Blue Thunder|Tugboat|Bonnie and Clyde|Indian Summer|^encore|Listen, The Snow is Falling|Fourth of July|",,,0,,
|,,,0,,
"Flowers|Pictures|Temperature's Rising|When Will You Come Home|Snowstorm|Decomposing Trees|Strange|Summertime|Don't Let Our Youth Go to Waste|Blue Thunder|Listen, the Snow Is Falling|Tugboat|Fourth of July|^encore|I'll Keep It With Mine|Ceremony|",,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
I'll Keep It With Mine|The Sun is Still Sunny|The Longest Bridges in the World|Blue Thunder|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Love Is Colder Than Death|The Longest Bridges in The World|When Will You Come Home|Emancipated Hearts|Air|Tell Me|Strange|The Deadliest Day Since The Invasion Began|Lost In Space|Blue Thunder|Moon Palace|Don't Let Our Youth Go to Waste|Tugboat|Ride Into the Sun|Ceremony|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Love Is Colder Than Death|The Longest Bridges in The World|When Will You Come Home|The Deadliest Day Since The Invasion Began|Emancipated Hearts|Tell Me|Strange|Air|Lost In Space|Blue Thunder|Moon Palace|Ride Into the Sun|Tugboat|Don't Let Our Youth Go to Waste|Ceremony|,,,0,,
Love Is Colder Than Death|The Longest Bridges in The World|When Will You Come Home|The Deadliest Day Since The Invasion Began|Emancipated Hearts|Temperature's Rising|Air|Strange|Moon Palace|Lost In Space|Blue Thunder|Tugboat|Ride Into the Sun|Don't Let Our Youth Go to Waste|,,,0,,
Love is Colder Than Death|Old Toy Trains|,,,0,,
Love Is Colder Than Death|The Longest Bridges in The World|When Will You Come Home|The Deadliest Day Since The Invasion Began|Emancipated Hearts|Temperature's Rising|Strange|Air|Moon Palace|Lost In Space|Blue Thunder|Tugboat|Ride Into the Sun|Ceremony|,,,0,,
|,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Emancipated Hearts|Heartless People|Tiger Lily|The Dancer Disappears|Holding Pattern|Temperature's Rising|When Will You Come Home|Love Is Not a Roof Against The Rain|Blue Thunder|Moon Palace|Lost in Space|Babes in the Wood|Tugboat|^encore 1|Don't Let Our Youth Go To Waste|Strange|^encore 2)|Happy and Free|Ceremony|,,,0,,
|,,,0,,
Holding Pattern|Heartless People|Tiger Lily|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Flowers|Emancipated Hearts|Heartless People|Pictures|The Dancer Disappears|Holding Pattern|When Will You Come Home|Love is Not a Roof Against the Rain|Lost in Space|Babes in the Wood|Blue Thunder|Tugboat|Happy and Free|Strange|Fourth of July|,,,0,,
Emancipated Hearts|Pictures|Heartless People|Tiger Lily|The Dancer Disappears|Holding Pattern|Love is Not a Roof Against the Rain|When Will You Come Home|Strange|Moon Palace|Babes in the Wood|Tugboat|Happy and Free|Indian Summer|,,,0,,
Flowers|Emancipated Hearts|Heartless People|Holding Pattern|The Dancer Disappears|Air|When Will You Come Home|Love is Not a Roof Against the Rain|Moon Palace|Babes in the Wood|Strange|Blue Thunder|Tugboat|Happy and Free|Fourth of July|Ceremony|,,,0,,
The Dancer Disappears|Holding Pattern|Emancipated Hearts|^interview|Air|Love is Not a Roof Against The Rain|Heartless People|^interview|Blue Thunder|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
The Dancer Disappears|Holding Pattern|^interview|Happy and Free|Ceremony|,,,0,,
|,,,0,,
Emancipated Hearts|When Will You Come Home|The Dancer Disappears|Holding Pattern|Snowstorm|Love Is Not a Roof Against the Rain|Decomposing Trees|Strange|Blue Thunder|Babes in the Wood|Tugboat|Fourth of July|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
|,,,0,,
^John Washing (1963) - Tom Verlaine|^Jill (1963) - Tom Verlaine|^Bob Indiana Etc. (1963) - Tom Verlaine|^Superboy (extract - 1966) - Martin Rev|^Allen (1964) - Martin Rev|^Jack Cigarette (extract from Batman Dracula) (1964) - Martin Rev|^Screen Test: Donovan (ST 78 - 1966) - Eleanor Friedberger|^Marisol – Stop Motion (1963) - Eleanor Friedberger|^Screen Test: Edie Sedgwick (ST 310 - 1965) - Eleanor Friedberger|^Paraphernalia (1966) - Dean Wareham|^Nico/Antoine (1966) - Dean Wareham|^Kiss the Boot (extract) (1966) - Dean Wareham|^Screen Test: Marcel Duchamp and Benedetta Barzini (ST 81 - 1966) - Bradford Cox (recording)|^Mario Montez and Boy (1965) - Bradford Cox (recording)|^Me and Taylor (1963) - Bradford Cox (recording)|,,,0,,
^John Washing (1963) - Tom Verlaine|^Jill (1963) - Tom Verlaine|^Bob Indiana Etc. (1963) - Tom Verlaine|^Superboy (extract - 1966) - Martin Rev|^Allen (1964) - Martin Rev|^Jack Cigarette (extract from Batman Dracula) (1964) - Martin Rev|^Screen Test: Donovan (ST 78 - 1966) - Eleanor Friedberger|^Marisol – Stop Motion (1963) - Eleanor Friedberger|^Screen Test: Edie Sedgwick (ST 310 - 1965) - Eleanor Friedberger|^Paraphernalia (1966) - Dean Wareham|^Nico/Antoine (1966) - Dean Wareham|^Kiss the Boot (extract) (1966) - Dean Wareham|^Screen Test: Marcel Duchamp and Benedetta Barzini (ST 81 - 1966) - Bradford Cox (recording)|^Mario Montez and Boy (1965) - Bradford Cox (recording)|^Me and Taylor (1963) - Bradford Cox (recording)|,(WALKIN' THRU THE) SLEEPY CITY,,0,,
^John Washing (1963) - Tom Verlaine|^Jill (1963) - Tom Verlaine|^Bob Indiana Etc. (1963) - Tom Verlaine|^Superboy (extract - 1966) - Martin Rev|^Allen (1964) - Martin Rev|^Jack Cigarette (extract from Batman Dracula) (1964) - Martin Rev|^Screen Test: Donovan (ST 78 - 1966) - Eleanor Friedberger|^Marisol – Stop Motion (1963) - Eleanor Friedberger|^Screen Test: Edie Sedgwick (ST 310 - 1965) - Eleanor Friedberger|^Paraphernalia (1966) - Dean Wareham|^Nico/Antoine (1966) - Dean Wareham|^Kiss the Boot (extract) (1966) - Dean Wareham|^Screen Test: Marcel Duchamp and Benedetta Barzini (ST 81 - 1966) - Bradford Cox (recording)|^Mario Montez and Boy (1965) - Bradford Cox (recording)|^Me and Taylor (1963) - Bradford Cox (recording)|,(WALKIN' THRU THE) SLEEPY CITY,,0,,
|,^ALLEN (1964) - MARTIN REV,,0,,
One Fine Summer Morning|Ingrid Superstar|,^ALLEN (1964) - MARTIN REV,,0,,
One Fine Summer Morning|Ingrid Superstar|,^ALLEN (1964) - MARTIN REV,,0,,
|,^BOB INDIANA ETC. (1963) - TOM VERLAINE,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,^BOB INDIANA ETC. (1963) - TOM VERLAINE,,0,,
|,^BOB INDIANA ETC. (1963) - TOM VERLAINE,,0,,
|,^DEAN WAREHAM,,0,,
One Fine Summer Morning|Daydream|Fallin' In Love|Wrap Your Arms Around Me|Ingrid Superstar|Drive|,^DEAN WAREHAM,,0,,
One Fine Summer Morning|Daydream|Ingrid Superstar|Drive|,^DEAN WAREHAM VS. CHEVAL SOMBRE,,0,,
One Fine Summer Morning|Daydream|Fallin' In Love|Do It last|Wrap Your Arms Around Me|Ingrid Superstar|Drive|,^DEAN WAREHAM VS. CHEVAL SOMBRE,,0,,
|,^ENCORE,,0,,
Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria||,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
Flowers|Pictures|Parking Lot|Don't Let Our Youth Go to Waste|Temperature's Rising|Oblivious|It's Getting Late|Instrumental|Tugboat|King of Spain|^encore|Emancipated Hearts|Strange|Love is Colder Than Death|Blue Thunder|When Will You Come Home|^encore 2|Ceremony|Fourth of July|,^ENCORE,,0,,
Strange|Tugboat|Ceremony|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
"^Dean Wareham vs. Cheval Sombre|The Bend in the River|Tomorrow is a Long Time|Mountains of the Moon|If I Could Only Fly|My Rifle, My Pony and Me|Alberta|Greensboro Woman|Grand Canyon|Wayfaring Stranger|^Dean Wareham|Heartless People|Love Is Colder Than Death|Emancipated Hearts|Lonesome Cowboy Bill|Temperature's Rising|Snowstorm|Strange|",^ENCORE,,0,,
"^Dean Wareham vs. Cheval Sombre|The Bend in the River|Tomorrow is a Long Time|Mountains of the Moon|If I Could Only Fly|My Rifle, My Pony and Me|Alberta|Greensboro Woman|Grand Canyon|Wayfaring Stranger|^Dean Wareham|Heartless People|Love Is Colder Than Death|Emancipated Hearts|Lonesome Cowboy Bill|Temperature's Rising|Snowstorm|Strange|^encore|Tugboat|Fourth of July|Ceremony|",^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE,,0,,
|,^ENCORE 1,,0,,
Flowers|Victory Garden|When Will You Come Home|,^ENCORE 2,,0,,
Victory Garden|Tugboat|Ceremony|,^ENCORE 2,,0,,
|,^ENCORE 2),,0,,
|,^INTERVIEW,,0,,
|,^INTERVIEW,,0,,
|,^INTERVIEW,,0,,
|,^JACK CIGARETTE (EXTRACT FROM BATMAN DRACULA) (1964) - MARTIN REV,,0,,
|,^JACK CIGARETTE (EXTRACT FROM BATMAN DRACULA) (1964) - MARTIN REV,,0,,
|,^JACK CIGARETTE (EXTRACT FROM BATMAN DRACULA) (1964) - MARTIN REV,,0,,
|,^JILL (1963) - TOM VERLAINE,,0,,
|,^JILL (1963) - TOM VERLAINE,,0,,
Tugboat|Moon Palace|,^JILL (1963) - TOM VERLAINE,,0,,
|,^JOHN WASHING (1963) - TOM VERLAINE,,0,,
"My Rifle, My Pony and Me|",^JOHN WASHING (1963) - TOM VERLAINE,,0,,
|,^JOHN WASHING (1963) - TOM VERLAINE,,0,,
(Walkin' Thru The) Sleepy City|Hearing Voices|California Blue|,^KISS THE BOOT (EXTRACT) (1966) - DEAN WAREHAM,,0,,
|,^KISS THE BOOT (EXTRACT) (1966) - DEAN WAREHAM,,0,,
|,^KISS THE BOOT (EXTRACT) (1966) - DEAN WAREHAM,,0,,
Holding Pattern|Teenage Lightning|,^LETTERS TO WENDY'S (POEM BY JOE WENDEROTH),,0,,
|,^MARIO MONTEZ AND BOY (1965) - BRADFORD COX (RECORDING),,0,,
|,^MARIO MONTEZ AND BOY (1965) - BRADFORD COX (RECORDING),,0,,
Bobby Peru|The Sun is Still Sunny|,^MARIO MONTEZ AND BOY (1965) - BRADFORD COX (RECORDING),,0,,
Massachusetts|,^MARISOL – STOP MOTION (1963) - ELEANOR FRIEDBERGER,,0,,
Tugboat|Knives From Bavaria|I Want Everything|Cheese and Onions|Into The Fold|Heartless People|Strange|I'll Keep It With Mine|Moon Palace|Massachusetts|Blue Thunder|Ceremony|,^MARISOL – STOP MOTION (1963) - ELEANOR FRIEDBERGER,,0,,
I'm So Bored With The U. S. A.|The Carnival is Over|23 Minutes in Brussels|Mountains of The Moon|Another Day|^Poem: The Jumblies (Edward Lear)|Love is Colder Than Death|Decomposing Trees|Emancipated Hearts|Drive|Fourth of July|^Poem: On Thinking About Hell (Bertolt Brecht)|Indian Summer|Massachusetts|,^MARISOL – STOP MOTION (1963) - ELEANOR FRIEDBERGER,,0,,
|,^ME AND TAYLOR (1963) - BRADFORD COX (RECORDING),,0,,
Broken Chair [Sean Eden on Instagram Live]|Neon Lights|Malibu Love Nest|Most of The Time|Chinatown|Broken Chair|^Monica (poem by Hera Lindsay Bird)|Bonnie and Clyde|Superfreaky Memories|Teenage Lightning|Cindy Tastes of Barbecue|^Letters to Wendy's (poem by Joe Wenderoth)|23 Minutes in Brussels|Car Wash Hair|,^ME AND TAYLOR (1963) - BRADFORD COX (RECORDING),,0,,
